start	end	text
2141760	2143440	or by means of something else-ness.
2160240	2165000	But now notice, by means of something else
2165000	2170920	involves being one thing rather than another.
2170920	2180960	So mediation goes together with determinism.
2180960	2182760	So let me just give some examples.
2182760	2186360	Mediate knowing is knowing something
2186360	2187960	by knowing something else.
2187960	2190960	The classic example is inference.
2190960	2193880	If I know that Q, because I inferred it from P,
2193880	2198520	and if P then Q, then my knowledge of Q is immediate.
2198520	2201680	But that means if my knowledge is mediated,
2201680	2204280	there are other items of knowledge it is not.
2204280	2209800	It is determinantly Q rather than P or if P then Q.
2209800	2212320	For there to be immediate or inferential knowledge,
2212320	2216240	there has to be determinacy among the propositions.
2216240	2222560	Now, determinacy is being one thing rather than another.
2222560	2230800	Now, why does determinacy require mediation?
2230800	2236600	Because if I'm this rather than that, if I'm x rather than y,
2236600	2242160	I'm x partly by means of not being y.
2242160	2246840	So mediacy and determinacy go together.
2246840	2251120	Now, we have to start immediately.
2251120	2254680	Because this is the beginning, the beginning has to be immediate.
2254680	2256680	It can't be mediated by anything else.
2263520	2269960	But that means it also has to be indeterminate.
2269960	2279480	Now, what does it mean that we have to have an immediate knowing
2279480	2282080	which is initially our object, or immediately,
2282080	2284320	can be nothing but immediate knowing.
2284320	2287720	So we have to have an immediate conception of knowing,
2287720	2291400	not mediated by anything else.
2291400	2295000	If it were knowledge of something mediated,
2295000	2298440	then it wouldn't be an immediate conception of knowing.
2298440	2300760	Because in order for it to be knowledge of that mediated thing
2300760	2303760	or conceive of it, it would have to be knowledge of that thing
2303760	2305320	as opposed to something else.
2305320	2307640	And therefore, it would be mediated by that something else.
2307640	2311480	So we have to immediately start with immediate knowledge,
2311480	2314520	which is knowledge of the immediate.
2314520	2316000	Now, what is knowledge of the immediate?
2316000	2319960	It has to be knowledge of the indeterminate.
2319960	2323040	That is to say, we don't know this rather than that.
2323040	2324360	We just know this.
2324360	2326640	We don't know one object as opposed to another.
2326640	2330320	We just know the object.
2330320	2334600	Now, there's a theme in the sensuous certainty
2334600	2336320	that's going to be super important to this class
2336320	2343040	that I'm going to delay a little bit for the end of class.
2343040	2345560	And I'll just say it right now.
2345560	2349400	So Hegel assumes that what knowledge is
2349400	2351320	is knowledge of what is.
2351320	2353000	You know what is.
2353000	2357200	Just as you think about what is, you judge what is, et cetera.
2357200	2359480	So you can see this from the very first sentence
2359480	2360560	of the phenomenology.
2360560	2367480	It is natural supposition that in philosophy,
2367480	2369680	before one gets down to dealing with what is at issue,
2369680	2373720	namely, the actual cognition of what in truth is.
2373720	2376280	So basic assumption of phenomenology, what you know
2376280	2378360	is what is or what has been.
2378360	2380320	Now, you might ask, but don't I know things?
2380320	2383240	I can know shadows.
2383240	2386960	Not being is in a certain way a kind of being.
2386960	2390320	It's relevant or determinate with respect to being.
2390960	2393720	I want to set the being theme aside for now,
2393720	2395160	because I'll come back to it later,
2395160	2398760	and it's even more abstract than everything else.
2398760	2401440	So we start with an immediate form of knowledge.
2401440	2403840	That knowledge has to be immediate knowledge
2403840	2406040	or knowledge of the immediate.
2406040	2408080	Because otherwise, it would be mediated
2408080	2411320	by something else, some conception of its knowledge
2411320	2412960	as distinct from some other kind of knowledge,
2412960	2414200	and then it wouldn't be the beginning,
2414200	2416000	or knowledge of its object as distinct
2416000	2418800	from some other object, and it wouldn't be immediate.
2418800	2421560	So we know the first shape of consciousness
2421560	2424200	is immediate knowledge of the immediate.
2424200	2430320	It's just so it can't be knowing by mediation,
2430320	2433080	and it can't be knowledge of what is immediate.
2433080	2433800	Why?
2433800	2437240	Because knowledge determines what the object of knowledge is.
2437240	2442040	There has to be a fit between being for consciousness
2442040	2443880	and the object of consciousness.
2443880	2447800	So the being of consciousness, the being for consciousness
2447800	2451920	is immediacy, and the object is immediate.
2451920	2454040	We therefore are to alter nothing in the object
2454040	2455480	as it presents itself, and we must
2455480	2457280	keep our conceptualizing it apart
2457280	2458720	from our apprehending of it.
2458720	2461960	So that means both we as the phenomenological observer
2461960	2467120	simply have to observe what this immediate shape of knowing is.
2467120	2469600	It's not our job to alter it.
2469600	2472480	We have to just observe what this shape of consciousness
2472480	2473840	says about itself.
2473840	2476560	But likewise, this shape of consciousness
2476560	2479560	can't conceptualize its object.
2479560	2480480	Why?
2480480	2485200	Because conceptualizing something is determining it.
2485200	2488080	It's representing it as falling under one concept rather than
2488080	2492880	another, and that involves mediation.
2492880	2497320	Conceptualizing is mediate, so the immediate
2497320	2499360	has to be non-conceptual.
2499360	2500960	Let me just read a little bit from here.
2500960	2503920	The concrete content of sensuous certainty
2503920	2506120	permits itself to appear immediately
2506120	2507800	as the richest cognition.
2507800	2512760	So this shape of consciousness thinks of itself.
2512760	2516440	It's just immediate apprehension of the object.
2516440	2519360	It's sensuous because we're in consciousness,
2519360	2522760	and so we think the object is what determines what knowledge
2522760	2523320	is.
2523320	2526280	There's an object outside of consciousness
2526280	2529000	that is the thing that we have to map or match onto.
2529000	2531600	So it's sensuous, immediate circle.
2531680	2536600	And it thinks of itself as the richest form of cognition
2536600	2543960	because it lets the whole sensuous richness of the world
2543960	2548840	be what it is without bringing it under consciousness.
2548840	2551600	So Hegel is playing off this idea
2551600	2556960	that people had in this period that conceptualizing things
2556960	2560400	deprives them of their life or their richness.
2561320	2564840	Concepts, of course, are only about generalities.
2564840	2567200	I'll get to you in a second what things have in common.
2567200	2571160	And so when you conceptualize, you ignore the infinitely rich
2571160	2573120	particularity of every individual thing.
2573120	2575440	So this form of consciousness thinks,
2575440	2577360	I'm not doing any of that.
2577360	2580080	I'm not desiccating anything or generalizing.
2580080	2584440	I'm just purely apprehending everything immediately
2584440	2588000	in its sensuous richness.
2588000	2589840	Indeed, there's a knowing of an infinite wealth
2590280	2591960	in which no limit is to be found,
2591960	2594280	whether we venture out into the reaches of space and time
2594280	2595960	as the place where that wealth extends itself
2595960	2597680	or when we take a piece out of this pontitude
2597680	2599680	divided and thereby delve into it.
2599680	2603240	So there's no limits because a limit would,
2604160	2605360	if there were a limit,
2605360	2606800	there would be something beyond the limit
2606800	2608840	that would involve mediation.
2608840	2611520	So there's no limits extensively.
2611520	2614160	There's no point beyond sensuous certainty.
2614160	2616600	And there's no limits within the object.
2616600	2618600	Sensuous certainty can dive further into the object,
2618600	2621800	look further and further and further into the object.
2621800	2624200	In addition, it appears as the most veritable
2624200	2626880	where it has not omitted anything from its object
2626880	2629160	because it isn't conceptually determining it.
2629160	2631720	It's not leaving out some of its details
2631720	2634040	and conceptualizing only some of them.
2637000	2640720	But rather has its complete entirety before itself.
2640720	2644160	However, this certainty in fact yields the most abstract
2644160	2646280	and the very poorest truth.
2646280	2649080	It expresses what it knows as this.
2649080	2650400	It is.
2650400	2654000	And its truth only contains the being of the object.
2654000	2656800	Now this is, I wanna separate the being issue
2656800	2659880	from the it issue for the following reason.
2659880	2662760	It can't really properly speaking be the case
2662760	2666960	that what sensuous certainty knows is it is or this is
2666960	2670880	because that it is is not immediate
2670880	2673800	because it involves a subject and a predicate.
2673800	2674800	And so it would involve the difference
2674800	2676320	between a subject and a predicate.
2676320	2678040	It would involve immediate relationship
2678040	2679760	between subject and predicate.
2679760	2683000	It would be determining the it as being.
2683000	2685520	So I wanna focus on it and then I'll come back to it.
2687200	2689600	So now what Hegel is saying, he's gonna argue
2689600	2692560	that contrary to what sensuous certainty thinks,
2692560	2696560	it doesn't know, it isn't the richest
2696560	2700640	and most variegated form of consciousness.
2700640	2703680	In fact, what it does is the most universal and abstract.
2704840	2706160	So just a little bit further.
2706160	2709160	For sensuous certainty, this is what is essential
2709160	2711720	and this pure being where this simple immediacy
2711720	2713400	constitutes its truth.
2713400	2718400	So the truth is this, or it.
2718560	2721440	And being for consciousness certainty
2721440	2724240	is just immediate apprehending.
2724240	2726160	Likewise, as a relation certainty
2726160	2728120	is an immediate pure relation.
2728120	2730920	Consciousness is I, nothing further,
2730920	2732840	a pure this and the singular individual
2732840	2735800	knows a pure this or he knows the singular.
2735800	2739680	So let's just take the first shape of consciousness
2739680	2744400	to be I know this.
2745560	2750080	Where knowledge here is just immediate.
2752560	2755480	So I'm not conceptualizing this.
2755480	2757880	And so this is not an object of concepts.
2757880	2759720	It's not a thing with many properties.
2760720	2762360	All right, yes.
2765320	2768560	What is the root of immediate knowledge?
2768560	2770680	So immediate knowledge is knowledge
2770680	2773160	that isn't mediated by any other knowledge.
2773160	2776600	So the idea is to note, this is what sensuous certainty
2776600	2779840	thinks, to know this, I don't need to know anything else.
2781680	2785840	However, if what I knew about this was that it was a pencil,
2785840	2789760	I would need to know what a pencil is.
2789760	2792560	I would need to know the difference between pencil
2792560	2795560	and a pencil, that is to say the pencil
2795560	2798280	and the universal pencil, et cetera, et cetera.
2798280	2800120	But immediate knowledge is knowledge
2800120	2801840	not by means of anything else.
2803040	2805880	Wherever there's mediation, there's determinacy.
2807000	2809240	Being one thing and not being another.
2809240	2812040	So if there's no immediacy, there's no mediation,
2812040	2813520	there's no determinacy.
2813520	2815960	So I don't know this as opposed to something else.
2815960	2817080	I just know this.
2817080	2820800	So how do I know this if I see it for the first time?
2822040	2823920	That's what knowing is.
2823920	2826400	So you're assuming that to know this,
2826400	2827960	I need to know what it is.
2827960	2829600	I need to bring it under a concept.
2829600	2831720	Sensuous certainty is denying.
2831720	2836040	Sensuous certainty says, this is knowledge.
2838280	2840280	And so is this.
2840280	2842800	And so is this, yeah.
2842800	2846240	Isn't starting with immediate knowledge a kind of immediacy?
2846240	2849400	Because we're starting with immediacy
2849400	2851320	rather than mediacy.
2851320	2852200	Okay, great.
2852200	2853960	So that is gonna be the question.
2853960	2855880	So hold on to that question
2855880	2858480	until we get to the beginning of the science of logic.
2858480	2859920	Because I agree with you.
2859920	2862600	And I think that's the way we save
2862600	2863640	Pedagorean philosophy.
2866080	2867480	Yeah.
2867480	2869320	In the first like, I know or something,
2869320	2871720	it's like, it's as conceptualizing
2871840	2874880	and in the footnote is as conceptually comprehending.
2874880	2876960	Oh, yeah.
2876960	2879880	That's because Terry Pinkard loves to insert
2879880	2882880	his own interpretations into the translation.
2883880	2886520	Which is, so let me just, I'm actually not seeing,
2886520	2888440	where is the footnote actually?
2888440	2890600	It's on the first page and.
2890600	2892120	Yeah, but what sentence does it modify?
2892120	2892960	I have so many.
2892960	2896120	It's the last sentence of 90.
2896120	2896960	The last sentence.
2896960	2899000	Oh, conceptualizing.
2899000	2901360	Yeah, so let's see what that is.
2901360	2903760	That's almost certainly gonna be Begrifen.
2904760	2907120	And Terry loves to translate Begrifen
2907120	2910520	as conceptually comprehending, which is hilarious.
2910520	2911760	Yeah, it's Begrifen.
2911760	2916600	Okay, Begrifen just means comprehending or conceptualizing.
2916600	2918440	It doesn't mean both.
2918440	2920560	That is to say, basic rule of translation.
2920560	2923240	Where there's one word, don't translate it as two words.
2923240	2925520	Okay, like that just doesn't work.
2925520	2930520	Okay, so what that should really be is comprehending.
2932200	2935080	Okay, now the reason he's translated
2935080	2936960	as conceptually comprehending,
2936960	2938720	this is in German, Begrifen,
2941640	2945400	is the word in German for concept is Begrif.
2947360	2948800	That's what a concept is.
2949920	2952600	Which is the noun form of the verb Begrifen,
2952600	2954320	which is also to grasp.
2954320	2956320	So Begrifen is also a grasping.
2957320	2959920	So in some ways, obviously it's a conceptualizing.
2960920	2964760	But in general, the closest thing in English to Begrifen
2964760	2966400	in philosophical texts is comprehending,
2966400	2967760	comprehending something.
2967760	2969280	So you should just translate it as comprehending.
2969280	2972120	Or you could translate it as conceptualizing,
2972120	2973440	but you do not wanna translate it
2973440	2975080	as conceptually comprehending.
2975080	2977880	That's just adding complexity that's not in the original.
2977880	2980520	Okay, so what Hegel is saying is
2980520	2983360	we must not conceptualize this thing.
2984360	2989360	Any, our job is to just ask what sensuous certainty says
2992120	2996600	about itself, not to bring our own concepts to bear
2996600	2999600	on and make sensuous certainty
2999600	3001640	into something that we think it should be.
3002640	3006040	Okay, so now going further,
3006040	3009080	we're gonna skip 92, the end of 93.
3009080	3014080	The I, a knowing that knows the object only
3016040	3018560	for the reason that the object is,
3018560	3022280	but which itself can just as well be as not be.
3022280	3025280	So that means, so just to anticipate,
3025280	3028760	sensuous certainty is gonna undergo various changes
3028760	3031440	over the course of this chapter.
3031440	3033760	So Hegel begins by talking about
3033760	3036520	just the bare abstract idea,
3036560	3037920	or I'm sorry, just you start someone
3037920	3039280	by talking sensuous certainty,
3039280	3042640	and then imminently criticizes it.
3042640	3045600	And then sensuous, he allows sensuous certainty
3045600	3049520	to modify itself in light of those imminent criticisms
3049520	3051960	while remaining sensuous certainty.
3051960	3054680	So the first form of sensuous certainty
3054680	3057280	is one on which, in Hegelian terms,
3057280	3060520	the object, this, is the essence.
3060520	3065520	That means the object determines what it is to know it,
3065520	3067920	which means the object can be there
3069080	3070720	whether or not the subject is,
3070720	3073800	or the subject is purely receptive in knowing the object.
3074680	3078360	So the I, a knowing that knows the object
3078360	3080840	only for the reason that the object is,
3080840	3083960	but which itself can just as well be as not be.
3083960	3087960	So the knowing can be or not be, and the object still is.
3087960	3092400	However the object is, it is the true and the essence.
3092400	3095960	The object is indifferent as to whether it's known or not.
3095960	3098920	The object remains even when it is not known,
3098920	3102160	but if the object does not exist, then there is no known.
3103680	3106680	The object is therefore to be considered
3106680	3110240	in terms of whether, in sensuous certainty itself,
3110240	3112840	it is in fact the kind of essence
3112840	3116320	which sensuous certainty passes it off as being.
3116320	3119600	That is to say, is immediate,
3119720	3123200	is immediate knowing a way of knowing this?
3123200	3124120	That's the question,
3124120	3127080	because that's what sensuous certainty says it is.
3127080	3129800	That is, it is to be considered as to whether this,
3129800	3134280	its concept, its conception of itself,
3134280	3137280	the object and the being of the object forehead,
3137280	3138800	which is to be the essence,
3138800	3142000	corresponds to the way it is present within that certainty.
3142000	3144920	To that end, we need not reflect on the object
3144920	3147240	and mull over what it might be in truth.
3147240	3149960	We need only to consider it as sensuous certainty
3149960	3152200	has it in sensuous certainty itself.
3152200	3154840	That is to say, we just have to do this imminently
3154840	3157800	rather than transcendently, non-imminently,
3157800	3159720	applying our own criteria to value.
3161000	3164200	Therefore, sensuous certainty itself is to be asked,
3164200	3166280	what is this?
3166280	3169480	If we take it in the twofold shape of its being
3169480	3171640	as the now and the here,
3171640	3175840	so one interesting thing about the phenomenology
3175840	3179280	is Hegel assumes from page one
3179280	3181640	that consciousness is consciousness
3181640	3183040	of objects in space and time.
3184840	3187640	So whatever the project of the phenomenology is,
3187640	3191040	he's not trying to answer the skeptic who's like,
3191040	3193680	I didn't say anything about space and time.
3194680	3197760	And as we'll see, he even assumes some very natural things
3197760	3199640	about the structure of space and time,
3199640	3201920	namely that it's divisible.
3202920	3207400	So whatever the phenomenology is supposed to do,
3207400	3210280	it's not supposed to refute the skeptic
3210280	3214080	who denies that objects outside the mind
3214080	3215320	are in space and time,
3215320	3217960	nor is it supposed to derive space and time
3217960	3220040	from something more fundamental,
3220040	3223280	which weirdly is part of the project of the Hegel system.
3225160	3226000	Notoriously.
3226920	3230800	So what I know can be characterized just purely imminently.
3230800	3232760	We're just unfolding what's sent to a certainty.
3232760	3234400	What I know is this here now,
3236680	3238840	if we take it in the twofold shape of its being
3238840	3240280	as the now and here,
3240280	3242200	then the dialectic,
3242200	3244000	where the, remember the dialectic
3244000	3246640	is the internal imminent dialectic
3246640	3248320	of a Hegel consciousness,
3248320	3251560	where it generates contradictions of itself
3251560	3253680	and tries to resolve them.
3253680	3256360	The dialectic, which it has in itself,
3256360	3260200	will take on a form as intelligible as the this itself.
3260200	3263640	To the question, what is the now?
3263640	3267120	We answer, for example, the now is the night.
3267120	3268400	So if we ask sensuous conscious,
3268400	3271200	so this is a slightly artificial example
3271200	3272360	that Hegel uses to make a point.
3272360	3273760	So I'll just read it and then I'll explain
3273760	3275080	what the point is.
3275080	3277820	We answer, for example, the now is night.
3277820	3280080	In order to put the truth of this sensuous certainty
3280080	3282800	to the test, a simple experiment will suffice.
3282800	3284480	We write down this truth.
3284480	3287480	A truth cannot be lost by being written down anymore
3287480	3289800	than it can be lost by our preserving it.
3289800	3293600	And if now, this midday, we look at this truth,
3293600	3295200	which has been written down,
3295200	3298120	we will have to say that it has become rather staged.
3298120	3301560	Okay, so the idea is the sentence,
3308160	3309320	now is night.
3319800	3324800	Is true, say, at 11 p.m. and is false at 2 p.m.
3336600	3341600	So what Hegel is doing is arguing that
3341600	3346600	in so far as sensuous certainty
3349200	3352900	says that knowledge is I know this here now,
3355680	3360280	it cannot make sense of now.
3361320	3362680	Why?
3362680	3366860	Because Hegel argues in the next paragraph
3366860	3370240	that now is a universal.
3370240	3375240	That is to say, it applies to multiple different times.
3376000	3381000	It applies to every time at the time at which it's uttered.
3381080	3384160	So for any time, now uttered at that time
3384160	3385300	refers to that time.
3386200	3391200	Now refers to noon, 1 p.m. and 2 p.m.
3393440	3398160	Okay, now why would it be bad
3398160	3401660	if the object of knowledge for sensuous certainty
3401660	3402780	were a universal?
3403680	3408680	It would be bad because a universal is a one over a minute.
3410460	3413000	It applies to multiple particulars.
3414520	3419520	But that means it is distinct from the particulars
3419740	3423500	it applies to, and they are distinct from one another,
3424500	3429500	which means that to know a universal requires determinancy.
3433260	3435980	This is determinately this rather than that,
3435980	3438220	and determinately a particular rather than a universal,
3438220	3440580	and a universal is a determinately a universal
3440580	3442460	rather than a particular.
3442460	3446820	That means knowledge of a universal requires mediation.
3447900	3449700	You know what a universal is
3449700	3452740	by means of knowing it isn't a particular,
3452780	3454980	namely the things that it can instantiate.
3454980	3457580	But there can't be anything immediate
3457580	3460000	in the object of sensuous certainty,
3460000	3463840	so this cannot characterize its object.
3464780	3466780	Now in contemporary philosophy,
3466780	3470180	it's very weird to think of now as a universal.
3471220	3473900	If you said that in contemporary philosophy of language,
3473900	3475660	class, Imogen Dickey would kill you.
3476740	3480140	So the more natural thing is to think of it now
3480140	3481940	as what we call an indexical.
3482740	3487460	Which is to say, something that refers to different things
3487460	3490740	under different contexts of utterances, contexts of utterance.
3490740	3495740	So now, as uttered at time t,
3501020	3504840	refers to time t.
3506540	3508300	So that's the more contemporary way
3508300	3510980	of expressing the nature of now.
3511020	3513500	That it's an indexical rather than a universal.
3513500	3515940	But Hegel's point remains,
3515940	3519660	because this also requires the difference
3519660	3522420	between individual times
3522420	3526220	and a general quantifier over times.
3526220	3528720	This says for all times,
3531340	3534680	so in order for sensuous certainty
3534680	3537540	to have an indexical expression
3537540	3539540	in the objects of its knowledge,
3539540	3543020	it would have to understand indexicals.
3543940	3547840	Which involves understanding that one expression
3547840	3550740	can refer to different things at different times.
3550740	3555240	That requires determinacy, requires mediation.
3556100	3561100	So the same argument eliminates the indexical now
3562180	3564260	from being within the content
3564260	3566260	of sensuous certainty's knowledge.
3566260	3571260	The same arises for Hugh,
3572580	3574100	as Hegel goes on to say.
3575980	3580620	We also express the sensuous, this is 98.
3580620	3584140	The same case comes up in the other form of the this,
3584140	3585900	namely in the here.
3585900	3588460	For example, here is the tree.
3588460	3590780	I turn around this truth vanishes,
3590780	3593500	and it has inverted itself into its contrary.
3593500	3596600	Here there is not a tree, but rather a house.
3596600	3598780	The here itself does not disappear,
3598780	3601460	rather it endures in the disappearance of the house,
3601460	3604460	the tree, and it is indifferent to being a house, a tree.
3604460	3607900	But this shows itself again to be a mediated simplicity
3607900	3609180	or as being universality.
3609180	3612760	So once again, Hegel thinks of here as a universal.
3612760	3615420	That's slightly odd in a contemporary perspective
3615420	3617120	to think that here is a universal
3617120	3620220	that's instantiated by every location.
3620220	3621540	It's more natural to think of it
3621540	3626540	as a indexical for all locations L.
3630420	3635420	As utter at L refers to L.
3642100	3645500	If you want me to write out the clause for this.
3645500	3646700	So the problem with this, right,
3646700	3648600	is it depends on where you're pointing.
3648600	3650900	And a disgraced former colleague of mine,
3650940	3652740	Colin McGinn, has this famous paper
3652740	3654540	where he tries to settle the question
3654540	3657700	exactly which object is referred to by pointing.
3657700	3661500	And so he literally has in this paper a diagram of a hand.
3662660	3663900	And then there's this question of like,
3663900	3666340	well, it's obviously, it doesn't have to be exactly.
3666340	3669900	So like, you know, there's like a cone of reference
3669900	3671720	and there's like an empirical question,
3671720	3673700	what is the angle theta?
3673700	3677720	Like if I say, can I say this
3677720	3679100	and be referring to the lectern?
3679100	3680580	No, it's too far away.
3681220	3683040	There, can I be referring to the lectern?
3683040	3685020	Questionable, definitely.
3685020	3687620	So somewhere there's this vague boundary
3687620	3690240	of the theta of reference.
3690240	3691580	This is what, okay, this is what people
3691580	3693380	like Colin McGinn spend their time doing.
3695700	3696540	Okay.
3697700	3699980	The fact that it was a hand is deeply ironic.
3699980	3701340	Okay.
3701340	3706340	So even if we think of here as an indexical
3710740	3712820	expression rather than a universal,
3712820	3714780	the same point applies.
3714780	3719240	Because this requires there being a distinction
3719240	3722900	between the general term location
3722900	3724780	and the individual locations.
3724780	3726820	That is to say, since you're certain
3726820	3730020	you would have to understand differences among locations
3730020	3735020	and the difference between a location
3735240	3737500	and the general term location.
3737500	3741860	That requires, that is determinate
3741860	3743220	and that means it's median.
3744860	3747580	You understand one thing via an object.
3747580	3748500	And it can't do that.
3748500	3752340	So it also can't have here in the content of what it knows.
3753420	3754260	Yes.
3754260	3755300	Doesn't the,
3757260	3759780	Colin, thinking of knowledge as a knowledgeable object
3759780	3764040	already presumed like a distinction between objects
3764040	3766260	rather than just being an object,
3766260	3768740	which to say now is night I feel
3768740	3771380	it's already kind of giving some certainty,
3771380	3774380	something that's uncertainty has already denounced.
3774380	3776660	Now is not, it just is, isn't it?
3776660	3777620	Exactly.
3777620	3781360	And that means that either,
3782580	3787420	so what you're really showing is
3789580	3791860	sense certainty shouldn't even be talking
3791860	3792820	about here and now.
3793660	3795500	It should just say, I know this.
3795500	3797980	Or if it wants to say here and now,
3799780	3804780	it should just refuse to look at any other objects
3804800	3805860	or at any other time.
3806980	3808520	That is to say, it should say,
3808520	3810580	what I know is this here now,
3810580	3814020	don't tell me about any other objects or at any other times.
3814020	3817220	I'm saying it shouldn't even recognize other objects.
3817220	3818960	It just exists.
3818960	3819800	Exactly.
3819800	3823000	So Hegel's going to modify sensuous certainty
3823000	3826160	to answer his own objection in the direction
3826160	3827200	that you're indicating.
3827200	3828040	Okay.
3828040	3828880	Yeah.
3828880	3833880	So this situation of I determines universal of no.
3838160	3842240	So now in time, so now as P1 or P2 or P3
3842240	3844840	is dependent on my situation.
3844840	3847960	Yeah, so Hegel's going to do exactly the same move
3847960	3850560	with I in one second.
3850560	3852760	Because I is also an index.
3853400	3855160	That is to say, in his terms, it's a universal.
3855160	3858240	We would think of it more naturally as an index.
3858240	3860400	But before we got there,
3860400	3862920	Hegel said something really important in 97.
3864680	3868460	We also express the sensuous as a universal,
3868460	3870500	but we say is this,
3870500	3872680	i.e. the universal this,
3872680	3875360	or we say it is, i.e. being as such.
3875360	3877320	Let's leave the being theme aside.
3877320	3880200	We thereby, of course, do not represent to ourselves
3880240	3883480	the universal, this for being as such,
3883480	3885720	but we express the universal.
3885720	3887760	Or in this sensuous certainty,
3887760	3890840	we do not at all say what we mean.
3892200	3893520	So there's a distinction,
3893520	3895880	this is totally central to sensuous certainty
3895880	3900880	between what we say and what we mean,
3902480	3905040	by which Hegel means what we intend to say.
3905840	3910840	So he's going to argue that what sensuous certainty
3910880	3915520	intends to mean is this particular piece of chalk.
3915520	3919640	But what it actually says is the universal this.
3921360	3924040	So it can't say what it means to say.
3925760	3929800	So what sensuous certainty is trying to do is express
3929800	3932520	that what it knows is particulars.
3933520	3937680	But with only this here and now, it can't do that.
3937680	3940360	Because Hegel will argue over the course of the chapter,
3940360	3944040	to know a particular, you have to have both
3945400	3947200	something like this here and now,
3947200	3950800	call it an indexical, call it an intuition,
3950800	3953920	and a conception of a universal.
3953920	3958000	You have to distinguish this from other particulars
3958000	3959400	in terms of its properties.
3960400	3964880	So sensuous certainty thinks of itself
3964880	3967760	that it knows individual particulars.
3967760	3971000	But what it says is, I know this,
3971000	3972480	and this is a universal.
3973440	3977480	Because that's this, that's this, that's this.
3977480	3979080	Everything's at this.
3979080	3982080	So if what it knows is this, it knows,
3984760	3985960	rather than this.
3986960	3987800	Yeah.
3987800	3990320	I'm confused because I thought we are not,
3990320	3993000	we're trying to not conceptualize in answering
3993000	3996560	for the sensuous certainty person.
3996560	4000640	But then we introduce the concept of a universal.
4000640	4004720	Wouldn't they just not conceptualize that?
4004720	4005560	Right.
4008560	4012720	So one background worry here is whether Hegel is
4013720	4017440	making sensuous certainty answer questions
4017440	4020160	that according to sensuous certainty's own concept
4020160	4022120	of itself, it doesn't have to.
4022120	4022960	Yeah.
4022960	4023800	Okay.
4028360	4030680	It's important to note that sensuous certainty
4030680	4033080	is not just mute.
4033080	4038080	It's not like, this is not caveman consciousness.
4038360	4042200	So it has a conception of itself of what it knows.
4042200	4046200	Now, it can conceptualize its knowledge
4046200	4048280	without thinking that what it knows
4048280	4049640	is a conceptualized object.
4050560	4053640	So in order, the whole setup is that we're examining
4053640	4055400	concepts of knowledge.
4055400	4058200	So sensuous certainty has to have a concept of itself.
4059720	4063760	But what it knows is the object,
4063760	4065480	and it knows it non-conceptually.
4066680	4069200	Which means the project of the phenomenology
4069200	4074200	is not to take each conception of knowledge and then ask,
4074400	4078320	does that, or each shape of consciousness
4078320	4079640	that has a conception of knowledge,
4079640	4081440	ask does that shape of consciousness
4081440	4084120	know its conception of knowledge?
4084120	4086480	That is to say, we don't take the concept of knowledge
4086480	4088040	and put it on the object side.
4088960	4091360	Because sensuous certainty would immediately fail that.
4091360	4094320	Because a concept of knowledge is conceptual.
4094320	4096320	So sensuous certainty doesn't think it knows
4096320	4097720	its concept of knowledge.
4097720	4100040	That's just what it says if you ask it.
4100040	4101680	What I know is this.
4101680	4103280	But your concept of knowledge is not a this,
4103320	4105760	yeah, yeah, yeah, epistemology is kind of bullshit.
4106760	4108320	It's not something that it knows.
4108320	4109640	It's just how it answers.
4109640	4111280	It's how it conceives of this.
4111280	4113080	And so it would be cheating, it would be cheap
4113080	4115080	if we were like, well, you don't know that.
4115080	4118000	It's supposed to be not cheating if what we say is,
4118000	4121200	that immediate knowledge isn't knowledge of that object.
4121200	4123360	It's not the object that you intend to know,
4123360	4124640	the object that you mean.
4124640	4127080	The object that you say is something different.
4127080	4127920	Yeah?
4127920	4131120	Well, why not start with the caveman consciousness?
4131120	4133800	Well, because it's really hard to argue with caveman, right?
4135240	4136960	The epistemological version of,
4136960	4139600	oh, I'm just a caveman lawyer, right?
4139600	4141520	I, that was just a gesture and a joke.
4141520	4144400	I didn't really know what I needed to tell you that through.
4144400	4149400	Yeah, because caveman consciousness
4152000	4152840	sort of,
4156840	4160040	by definition, doesn't have the conception of itself as knowledge.
4161280	4166280	Okay, and that might mean, so background question,
4166400	4171400	is Hegel assuming something to the effect that if you know,
4171400	4173320	maybe you don't know you know,
4173320	4176760	but you can coherently conceptualize your knowledge
4176760	4180560	in a way that survives imminent dialectical critique?
4180560	4183200	I think he is, potentially.
4183200	4188200	Okay, so we've talked about 97 and 98, time check.
4189200	4194200	Let's take a 10 minute break.
4205080	4209240	Consciousness, Hegel has raised these problems
4209240	4210400	for sensuous certainty.
4213080	4216280	Here and now are universals.
4218200	4221400	Therefore, either what sensuous certainty knows
4221400	4223280	is the universal this,
4223280	4225120	which applies to absolutely everything.
4226560	4231560	Or, insofar as it wants to know this,
4232120	4235240	it can't use here or now to figure it out.
4235240	4239600	Okay, now sensuous certainty modifies itself.
4239600	4242880	And it modifies itself in the direction
4242880	4244640	of making itself the essence.
4245480	4248560	Now what that means is, it says,
4248560	4253000	okay, I determine what this is,
4253000	4256520	because what is here or what is now,
4256520	4259280	or what is this, is what is,
4260840	4264200	it is where I am, and when I am, and what I'm pointing to.
4265480	4269120	So it tries to solve this problem of this here now
