start	end	text
1956940	1960380	roughly Jena in 1807, the absolute
1960380	1962860	is the thing everyone cares about.
1962860	1966060	But I want to put the absolute aside for a moment,
1966060	1970180	because this is kind of provisional.
1970180	1972180	Over the course of today, you'll understand better
1972180	1973620	what I mean by this.
1974500	1977180	Hegel won't, in the introduction to the phenomenology,
1977180	1980100	yet have an argument that the topic of philosophy
1980100	1983100	should be the absolute, or that what the topic of knowledge
1983100	1984540	is is the absolute.
1984540	1988020	He, over the course of the phenomenology and the logic,
1988020	1989180	will develop that.
1989180	1992780	So this is a foreshadowing of something
1992780	1994580	that you usually have to argue for,
1994580	1997180	although his audience in 1807 would assume, of course,
1997180	2000020	what we really wanted to have knowledge of is the absolute.
2000020	2001820	So what the absolute is, I'm going
2001820	2004860	to set aside until we see Hegel's view of the absolute.
2004860	2007860	But if you need a sort of precursor,
2007860	2010500	you can think of it as God a little bit better.
2010500	2013500	You can think of it as the unconditioned in Kant.
2013500	2017540	A little bit better, you can think of it as Spinoza's God.
2017540	2023540	Even better, you could think of it as Spinoza's God,
2023540	2025660	where Spinoza's God is understood neither
2025660	2028860	determinately as a subject or as an object.
2028860	2032060	And if that sounds very weird, that's fine.
2032060	2034820	We'll come back to it.
2034820	2038420	So the important thing about paragraph 73,
2038420	2039740	the beginning of the introduction,
2039740	2044780	is Hegel is playing off various tropes in modern philosophy.
2044780	2047020	So when you read the beginning of the introduction
2047020	2049260	of phenomenology, you should think of the beginning
2049260	2051700	of Locke's essay, concerning the understanding,
2051700	2053860	or the beginning of conscripti capuris.
2053860	2055900	The characteristic move of modern philosophy
2055900	2058700	is before we investigate the object,
2058780	2061260	we have to investigate the cognitive powers
2061260	2062660	of the subject.
2062660	2065900	So what Hegel does now is then riff on various tropes
2065900	2068500	in modern philosophy.
2068500	2073460	So he's presenting this thing that you would normally assume.
2073460	2075340	It is a natural supposition.
2075340	2077300	Although we'll see that in a certain way,
2077300	2078940	Hegel doesn't share this supposition.
2078940	2080700	He's distancing himself from this supposition.
2080700	2082420	So the natural supposition is, before we
2082420	2085140	go about the business of knowing objects,
2085140	2089340	we first have to investigate the power of the knowledge
2089340	2089840	itself.
2089840	2091620	We have to know what knowledge is.
2091620	2095260	So he then riffs on various metaphors
2095260	2098260	that you find in early modern philosophy.
2098260	2102660	For one, there might be one rather than another form
2102660	2104700	of cognition that is better suited to achieving
2104700	2105380	this final end.
2105380	2108860	So the idea is, well, you have to decide,
2108860	2111740	is it the senses that give us knowledge of what is?
2111740	2113260	Or is it the intellect?
2113260	2114860	Or is it reason if there's a difference
2114860	2116220	between the intellect and reason?
2116220	2118220	Is it faith that gives us knowledge of what is?
2118220	2120540	So those are the kinds of issues that he's gesturing.
2123020	2126340	If cognition is a faculty of a determinant kind and scope,
2126340	2128100	then without a more precise determination
2128100	2130940	of its nature and limits, one ends up grasping clouds of error
2130940	2132500	rather than the heaven of truth.
2132500	2135420	So if knowledge is a particular human ability
2135420	2137780	among other abilities, then there
2137780	2140700	are things that that ability can be exercised with respect to
2140700	2142940	and things that it cannot be exercised with respect to.
2142940	2145220	So we have to get clarity on that before we
2145220	2148060	try to go about knowing objects.
2148060	2149980	If cognition is the instrument for seizing hold
2149980	2152620	of the absolute, then we don't get the absolute
2152620	2155060	as it is in itself, but we form and change.
2155060	2158860	So the idea of, if cognition is something like a tool,
2158860	2162460	then what it gets us is not the object in itself,
2162460	2165540	but the object introverse that's shaped by the tool.
2165540	2167660	So once again, these are not things
2167660	2170900	I think Hegel needs to put a lot of argumentative weight on.
2170900	2174980	What he's doing is pointing out that these standard moves
2174980	2179380	in modern epistemology bring with them these kinds of thoughts.
2179380	2184460	And he's raising this as a way you could begin in philosophy,
2184460	2186460	but then also distancing himself by them
2186460	2190940	by pointing out that those kinds of moves in modern philosophy
2190940	2195380	bring with them very familiar concerns about whether we'll
2195380	2198580	ever be able to know reality as it is in itself.
2198580	2200620	Most importantly, in 1807, the thing that's
2200660	2205460	always in the back of Hegel's mind is Kant and the idea
2205460	2208620	that Kant's investigation to the powers of human mind
2208620	2211220	in the critique of pure reason winds up
2211220	2214740	proving that we don't know reality as it is in itself.
2214740	2217220	So he's riffing on all these various thoughts
2217220	2221900	that if you begin by investigating knowledge
2221900	2227660	itself, you'll always wind up being distanced from the object
2227660	2230460	as it is in itself.
2230580	2233180	Likewise, if we think of knowledge as a passive medium,
2233180	2235740	well, if you really think through the idea of a passive medium,
2235740	2239580	a medium kind of changes what passes through it.
2239580	2241420	And so then you can kind of remove.
2241420	2251580	So the metaphor is, well, if it's a medium changes,
2251580	2253380	the light passes into glass.
2253380	2255140	There's an angle of refraction.
2255140	2261500	So if we know this, maybe we can infer exactly where
2261500	2263020	the thing came from.
2263020	2265100	But then all we'll know is the direction
2265100	2267140	from which the ray came from.
2267140	2272860	So Hegel is just riffing on standard metaphors
2272860	2274980	about knowledge in modern philosophy
2274980	2277980	and very familiar reasons for thinking
2277980	2280780	that if you think of knowledge that way,
2280780	2282860	you will wind up with a conclusion
2282860	2285460	that you don't know reality as it is itself,
2285460	2287300	you know it only as it appears to you,
2287300	2290740	or you know it only in relation to the human mind,
2290740	2291580	et cetera, et cetera.
2291580	2292060	Yeah.
2292060	2298940	So how much we have prior knowledge of the world,
2298940	2303140	and how he gets to the absoluteness?
2303140	2308380	Is it relative to us, or is it universal?
2308380	2310860	We're way too early to get there.
2310860	2314100	We're at super, super preliminary steps here.
2314100	2316940	So now I'm going to just, because this is not the last time
2316940	2319060	I'm on 2016 where I only got 370 pages,
2319060	2321060	I'm not going to go through sentence by sentence.
2321060	2323260	I'm going to jump through to particular passages
2323260	2326060	that I think are eliminated.
2326060	2330660	So then paragraph 74 begins, and he says, well, look,
2330660	2339300	if this we could just as well, so let me just read this passage.
2339300	2341660	If the common concern about falling into error
2341660	2344660	sets up a mistrust of science, which itself,
2344660	2347900	untroubled by such scruples, simply sets itself to work
2347900	2350020	and actually cognizes it, it is still
2350020	2352140	difficult to say why on the contrary,
2352140	2355380	a mistrust of this mistrust should not be set up,
2355380	2357180	and why one should not be concerned
2357180	2361420	that this fear of erring is already the error itself.
2361420	2364500	So what he's pointing out is the things that
2364500	2367580	get us into a mistrust or skepticism
2367580	2371020	about our ability to know are themselves something
2371020	2373020	that we could be skeptical about.
2373020	2376660	In particular, we don't have to assume
2376660	2382140	that knowledge is an instrument or a tool or a passive media
2382140	2386380	or one ability among others, that those themselves,
2386380	2390540	those standard assumptions that structure modern epistemology
2390540	2393340	and that lead to the conclusion that we don't know realities
2393420	2398980	of itself are themselves something that is questionable.
2398980	2403660	Skipping a little bit, but above all, this picture
2403660	2406580	that he's been somewhat satirically riffing on
2406580	2410580	presupposes that the absolute stands on one side
2410580	2413780	and that cognition stands on the other or itself
2413780	2416820	and separated from the absolute, though cognition is
2416820	2418660	nevertheless something real.
2418660	2420980	So what he's saying is the assumption here
2420980	2425940	in all of this stuff, let's just once again, for now,
2425940	2430020	treat the absolute as the object of knowledge.
2430020	2437900	The assumption is I'm over here, the object is a distinct being,
2437900	2445020	and then somehow I have to overcome this distinctness
2445020	2446740	in order to know.
2446740	2448620	And the standard early modern thought
2448620	2452900	is, well, how could I know an object that's distinct for me?
2452900	2457420	Well, it would have to affect me, have to affect my senses.
2457420	2459180	And I would have to have some capacity
2459180	2462380	to be affected sensorily by it.
2462380	2466020	And then all of these early modern worries
2466020	2468980	from Locke, Hume, Kant, Descartes, everyone else,
2468980	2475220	arise, namely, would that allow us to know the object as it is
2475220	2477580	or only as it affects us?
2477580	2480380	Would it allow us to know the way the object really is
2480380	2482740	or only as it appears to our senses?
2482740	2487860	So he's pointing out that that very standard picture
2487860	2492300	of knowledge as a particular relation of one being
2492300	2496940	to another, or let's say, a capacity that one being has
2496940	2499860	to know another being or other beings,
2499860	2503140	is itself something we can question.
2503140	2505580	We're not stuck with that.
2505580	2507660	OK.
2507660	2509980	I'm going to skip 73.
2509980	2510940	OK.
2510940	2514980	So now he says, look, instead of fussing around with answers
2514980	2517780	to all of this, that is to say, instead of fussing around
2517780	2523540	with the whole problem space of early modern epistemology,
2523540	2526300	empiricism, rationalism, sensibility, understanding,
2526300	2528920	reason, instead of all of that, instead of fussing around
2528920	2530700	with answers to all of this, it is
2530700	2532940	possible to reject these outright
2532940	2536420	as contingent and arbitrary representations
2536420	2538540	and to regard the affiliated use of words,
2538540	2542100	such as absolute cognition, and also objective and subjective,
2542100	2544020	and countless others, whose meaning is assumed
2544020	2547020	to be generally known as even a kind of deceit.
2547020	2549060	So one thing we can do is step back and say,
2549060	2552900	the meaning of subject, object, cognition, absolutely,
2552900	2555660	they themselves are things that have to be determined.
2555660	2557860	It's not self-evident what these things mean,
2557860	2561980	and it's not self-evident that we have to begin philosophy
2561980	2564220	by assuming a particular meaning of them
2564220	2566660	or a particular set up for epistemology, namely,
2566660	2570620	that one, skipping a little bit.
2570620	2573060	They constitute only an empty appearance
2573060	2575340	of a knowing, which immediately vanishes
2575340	2578860	in the face of the science, which comes onto the scene.
2578860	2579380	OK.
2579380	2582820	So just a little note about language.
2582820	2584220	Bissen is to know.
2587420	2591860	Bissenschaft is science.
2591860	2594980	But that means just etymologically in German,
2594980	2599020	there's a very close connection between Bissen and Bissenschaft.
2599020	2604740	So for now, Hegel has a very distinctive notion
2604740	2606740	of what a Bissenschaft is.
2606740	2608020	He hasn't developed it yet.
2608020	2610580	So let's just take on board the idea
2610580	2615820	that if the aim of philosophy is to know, to have Bissen,
2615820	2618500	the aim of philosophy is to be a Bissenschaft,
2618500	2622460	that is to say, to be a science, a body of knowing.
2622460	2624660	Now, this is unnatural in English
2624660	2626340	because we have two different words.
2626340	2628660	And because we have this, frankly,
2628660	2632100	stupid tendency in English to assume that the word science
2632100	2635340	only applies to the natural sciences.
2635340	2637260	That just doesn't make sense in German.
2637260	2639060	In German, the study of literature
2639060	2641020	is the Tsozwe Bissenschaft, the study of politics
2641020	2643100	is Politische Bissenschaft.
2643100	2647940	Any systematically ordered body of knowledge is Bissenschaft.
2647940	2650460	So the introduction of science at this point
2650460	2653980	is not as arbitrary as it seems, although over the course
2653980	2657140	of the system, we'll get a much, much richer notion of science.
2657140	2660700	So all that Hegel is doing is saying, look,
2660700	2662380	it's standard to begin by assuming
2662380	2666140	that we want in philosophy is knowledge,
2666140	2668740	that is to say, scientific knowing, science,
2668740	2670380	of what actually is.
2670380	2673340	And the standard way we begin is by assuming this.
2673340	2675980	But this leads very quickly by arguments
2676020	2678420	that are familiar from early modern philosophy
2678420	2681140	to the conclusion that we don't know objects
2681140	2682260	as they are in themselves.
2682260	2686380	We only know their appearances or other structural features.
2686380	2688700	Or even more radically, in Hume, in some way,
2688700	2691020	we don't really know anything other than our own impressions
2691020	2693300	of objects.
2693300	2696660	But we don't have to assume that because it's not obvious
2696660	2699340	what any of these terms mean.
2699340	2700660	OK.
2700660	2703540	But then he says, all of this vanishes
2703540	2704860	when science comes on the scene.
2704860	2709340	So when someone who has scientific knowing,
2709340	2712300	who knows what, in actuality, is the case,
2712300	2715020	and does so scientifically, when they show up,
2715020	2717860	all of the rest of this is revealed to be deceit.
2717860	2722660	But science, insofar as it comes on the scene,
2722660	2724660	is itself an appearance.
2724660	2728140	Science is coming onto the scene is not yet science
2728140	2731260	as it is carried out and unfolded in its truth.
2731260	2736740	So if I don't have knowledge, I just
2736740	2741220	have various beliefs involving these concepts.
2741220	2744540	I'm just a standard early modern epistemology person.
2744540	2747780	And someone comes on the scene who does have knowing,
2747780	2750700	that's just one more claim to knowledge among others.
2750700	2753700	We don't yet know who has knowledge.
2753700	2756900	Merely, the first appearance of knowing,
2756900	2759180	the first person who knows, doesn't necessarily
2759180	2761100	know that they know.
2761100	2763820	So Hegel goes on to say, for with regard
2763820	2765980	to a knowing that is not truthful,
2765980	2769700	science cannot simply reject it as just a common view of things
2769700	2772420	while giving out the assurance that it is itself
2772420	2774620	a completely different kind of cognition
2774620	2777060	and that the other knowing counts as absolutely nothing
2777060	2779260	for science.
2779260	2782620	Skip the rest of the sentence, through such an assurance,
2782620	2785420	science declares its being to be its power.
2785420	2788540	But untrue knowing, just as much appeals to the fact
2788700	2793100	that it is, and it gives out the assurance that science counts
2793100	2796820	as nothing to it, but one bear assurance
2796820	2798500	is just as valid as another.
2798500	2800300	So bear assurance is the old translation.
2800300	2802540	It just sounds better.
2802540	2803820	It's perfectly fine.
2803820	2804780	So what does that mean?
2804780	2809620	What it means is, if you don't know but have mere opinion,
2809620	2816380	and I come on the scene and I know,
2816380	2821220	my assertion that I know is worth just as much
2821220	2826260	as your assertion that you know, even if I know.
2826260	2830860	So the issue here is how we know what knowledge is,
2830860	2835180	or how we justify our epistemic standard.
2835180	2839740	So the issue is not knowledge of objects.
2839740	2842580	It's knowledge of what knowledge is.
2842580	2846780	So the idea is, it's not enough simply to know,
2846780	2850380	because your claim to know is just a mere assertion,
2850380	2854980	a bear assurance, just as valid and just as invalid
2854980	2858980	as the person who doesn't actually know their claim to know.
2858980	2861020	So we need to find somewhere to adjudicate
2861020	2866660	between the mere claim to knowledge, mere opinion,
2866660	2868420	and knowledge.
2868460	2871940	So knowing is agreement?
2871940	2873260	Argument?
2873260	2874180	Agreement.
2874180	2875740	Agreement, no.
2875740	2877500	OK.
2877500	2879260	Skipping a bit, 77.
2879260	2883100	Because this exposition has for its object only
2883100	2885780	knowing as it appears.
2885780	2887420	So what we're going to do is we're
2887420	2889620	going to look at appearances of knowledge.
2889620	2892460	That is to say, claims to know.
2892460	2895660	But once again, we're not interested in particular.
2895660	2899020	I claim to know that Bismarck is the capital of South Dakota.
2899020	2902780	I claim to know that Fargo is not the capital of South Dakota.
2902780	2906420	Maybe someone, some poor, benated, Canadian,
2906420	2910900	ignorant of the geography of the Upper Midwest, my homeland,
2910900	2914980	might claim to know falsely that Fargo is the capital of South
2914980	2915660	Dakota.
2915660	2918300	It is not.
2918300	2920140	We're not interested in that.
2920140	2925420	We're interested in the sort of one level more general
2925500	2930060	about what you think knowledge is.
2930060	2934340	So the exposition has for its object only knowing as it appears.
2934340	2940260	That is to say, appearances of conceptions of knowledge.
2940260	2942340	So you have a conception of what knowledge is.
2942340	2945300	I have a conception of what knowledge is.
2945300	2950580	Even if my conception is right, let's just assume yours is right.
2950580	2953860	My claim about what knowledge is is just as valid as yours.
2953860	2956740	One is just to bear assurance just as much as the other.
2956740	2959180	It does not itself seem to be the science, which
2959180	2963100	is free and self-moving within its own proper shape.
2963100	2967620	So this exposition does not itself seem to be the science.
2967620	2972100	So when Hegel says something doesn't appear or merely appears,
2972100	2973620	that's really important.
2973620	2977340	So he's saying you would think at the beginning
2977340	2979820	this exposition is not going to be science
2979820	2981660	because we don't know what science is yet.
2981660	2983660	We don't know what knowledge is.
2983780	2986820	It will actually turn out to be more complicated than that later on.
2986820	2989500	But let's just take the appearance at face value for now.
2989500	2994420	So this exposition where there's an appearance of knowing
2994420	2997940	is just someone's claim to knowing backed up
2997940	3000540	by some conception of knowledge.
3000540	3002700	That doesn't look to be knowing yet because they
3002700	3004940	don't know that they know.
3004940	3006700	But from this standpoint can instead
3006700	3010540	be taken to be the path of natural consciousness,
3010540	3013300	pressing forward towards true knowing.
3013820	3017420	It can be taken to be the path of the soul wandering
3017420	3019900	through this series of ways it takes shape,
3019900	3023340	as if these were stations put forward in advance to it
3023340	3027900	by its own nature so that it purifies itself into spirit
3027900	3031980	by arriving at a cognition of what it is in itself
3031980	3035420	through the complete experience of its own self.
3035420	3039940	So that description, 77 is a description of this book.
3039980	3044660	It's an exposition, which appears not to be science
3044660	3046780	itself yet, and let's stick with the appearance.
3046780	3050220	Let's assume that this is from the first page not yet science,
3050220	3052740	but merely the appearance of science.
3052740	3056180	But what it really is is it's the path of natural consciousness.
3056180	3057700	So what is natural consciousness?
3057700	3060860	It's something like the conception of knowledge
3060860	3063860	we begin with pre-philosophically.
3063860	3066660	Very roughly, it's this.
3066660	3068900	It's the idea that there's a distinction
3068900	3073380	between consciousness, the subject,
3073380	3076500	and its other, the object, and that consciousness
3076500	3079060	has to somehow overcome that, maybe
3079060	3082300	by the object affecting its senses, et cetera, et cetera.
3082300	3085340	This is natural consciousness.
3090660	3092780	So the exposition, this book is going
3092780	3097820	to be an exposition of the path of natural consciousness
3097820	3102140	pressing forwards towards true known, towards science.
3102140	3104980	Or it can be taken to be the path of the soul wandering
3104980	3107460	through the series of ways it takes shape.
3107460	3109660	So the phenomenology of this will
3109660	3112940	be an exposition of different shapes or forms
3112940	3116940	of consciousness, which means different conceptions
3116940	3119740	of what knowledge is, different conceptions
3119740	3124540	of the relationship between consciousness and its object.
3124540	3127780	As if these were stations put forward in advance to it
3127780	3129340	by its own nature.
3129340	3132420	So these stations, these different forms of consciousness,
3132420	3134380	are not given to it from outside,
3134380	3138460	but they develop out of it itself,
3138460	3141780	so that it purifies itself into spirit
3141780	3145140	by arriving at a cognition of what it is in itself
3145140	3148140	through the complete experience of its own self.
3148140	3151140	So this is going to be the exposition
3151140	3154980	of how natural consciousness becomes spirit,
3154980	3160300	and therefore truly knows itself and has scientific knowledge.
3160300	3162340	Now, what is this exposition?
3162340	3166820	What is the character of the exposition of the phenomenology?
3166820	3170060	So one very standard way of reading the phenomenology
3170060	3173780	that I think is totally wrong is to think of it
3173780	3181740	as an historical description of various shapes of human
3181740	3183100	consciousness over time.
3183100	3185220	So on this reading, some of the beginning of the book
3185220	3187740	is like Stone Age consciousness, and by the end
3187740	3190380	we have like early 19th century German consciousness.
3190380	3193820	This has various problems, one of which
3193820	3196900	is it gets the chronology as out of order.
3196900	3201980	So somehow like Newtonian science comes before the Greeks.
3202180	3203940	There are other problems with it, namely,
3203940	3206020	it makes the whole book completely incoherent.
3206020	3212540	It turns it into the world's most incoherently written
3212540	3214100	piece of intellectual history.
3214100	3218380	It's like Will Durant, as written by Hegel.
3218380	3220100	And it also completely undermines
3220100	3223460	the philosophical account, because what happened does not
3223460	3226020	in and of itself have any necessity.
3226020	3227660	So I don't think that it's historical.
3227660	3229700	I think that this exposition is a purely
3229700	3232300	philosophical or logical.
3232300	3236180	So what we do is we start with natural consciousness, which
3236180	3238220	is a conception of what knowing is.
3238220	3240380	It's roughly this.
3240380	3242540	As we'll see, it's going to start even more minimally
3242540	3243020	than this.
3253420	3255500	We're going to start with this, and then we're
3255500	3259500	going to develop out of this other shapes of consciousness,
3259620	3262540	other conceptions of what knowledge is,
3262540	3267940	till we get to what Hegel identifies as science, what
3267940	3271980	he identifies as the knowing of the absolute,
3271980	3276540	and what he here identifies as consciousness becoming spirit.
3276540	3280620	Now, all of those things are going to be the same.
3280620	3283020	They're all going to be identical.
3283020	3285140	But let me just say something about the latter.
3285140	3287740	What does it mean that consciousness becomes spirit?
3287740	3290460	As Hegel says at the end of 77, it's
3290460	3294620	not that consciousness wasn't spirit and then becomes spirit.
3294620	3298660	It's that consciousness becomes aware of itself as spirit.
3298660	3301420	So one way of thinking about the phenomenology, the one
3301420	3305180	that I'm going to emphasize, is its consciousness developing
3305180	3307660	out of itself a series of shapes of consciousness,
3307660	3310140	conceptions of knowing, until it gets to one
3310140	3313660	that is knowing, full stop.
3313660	3316940	True scientific knowing of what in actuality is.
3316940	3320860	That will turn out also to be knowledge of the absolute.
3320860	3324780	For the preview of incredibly weird Hegel stuff to come,
3324780	3328020	it will turn out that that is the absolute.
3328020	3330580	The absolute is the absolute knowing itself.
3330580	3331860	And you can be part of it too.
3335740	3339020	But the thing I just want to mention now
3339020	3341220	is it will also be consciousness coming
3341220	3344980	to know what it itself is, namely, spirit.
3347300	3350620	Now we're going to talk a lot more about spirit in this class
3350620	3352660	because it's one of the three parts of the system.
3352660	3359060	And we'll spend roughly half this whole semester on spirit.
3359060	3366660	What exactly spirit is in Hegel is if you gave me a pop quiz
3366660	3368980	and gave me a blue book and said you have three hours to say
3368980	3371100	what spirit is for Hegel, I think
3371100	3372660	I would throw myself out of a window.
3372660	3374740	I don't really know how I would do that.
3374740	3380340	But let me just say very briefly something about the word.
3380340	3384660	The word in German is geist.
3384660	3385500	OK.
3385500	3388460	Now, sometimes that gets translated in English
3388460	3392900	as spirit, sometimes it gets translated as mind.
3392900	3394460	So in particular, the translation
3394460	3395960	of the philosophy of spirit that we're
3395960	3399300	going to read, the only one ever published in English
3399300	3402660	because Cambridge underpaid the editorial board,
3402740	3405700	translated as the philosophy of mind.
3405700	3410540	Now, what is the relationship between spirit and mind?
3410540	3413060	They're the same word in German.
3413060	3415580	If you want to say that someone lost his mind in German,
3415580	3418060	you say, he hasein geistfel.
3418060	3422260	So we have two words where the Germans have won.
3422260	3426540	Now, Hegel is exploiting a feature of German, which
3426540	3432220	is that the word that you would use for my individual mind,
3432820	3434740	is also the word that you would use
3434740	3439260	for collective mental phenomena, like the spirit of the age.
3439260	3444660	If you say in English, the mind of the 19th century,
3444660	3446340	people will be like, what?
3446340	3447020	What's that like?
3447020	3448220	That sounds like the board.
3448220	3449940	Everyone in the 19th century was hooked up
3449940	3452420	into some big telepathic worldwide web.
3452420	3457100	Now, if you say zeitgeist, the spirit of the age in German,
3457100	3458300	that sounds totally normal.
3458300	3460460	So what Hegel is playing on the fact
3460460	3464660	that there's one word for individual mental phenomena
3464660	3466380	and collective mental phenomena.
3466380	3469340	Because what he wants us to see is
3469340	3472140	that those aren't really separate things.
3472140	3475660	Not that there's only one mind and we're all parts of it,
3475660	3480060	or that the collective mind is just the combination
3480060	3482220	of the little minds, as Margaret Thatcher famously said,
3482220	3483860	there's no such thing as society.
3483860	3485860	But neither of those views.
3485860	3489860	As always in Hegel, a third weirder thing.
3489860	3493300	But just very briefly, what matters
3493300	3496180	in the phenomenology of spirit is
3496180	3499100	that over the course of the phenomenology,
3499100	3503540	consciousness comes to realize that it's spirit.
3503540	3505780	Consciousness comes to realize that it's a mind.
3505780	3506740	No, no, no.
3506740	3510380	He means spirit in a more technical sense.
3510380	3512540	Consciousness will come to realize
3512540	3516740	that there is no difference between it and its author.
3516740	3521700	Spirit is mind in so far as it understands
3521700	3523780	that it has no other.
3523780	3526780	Now that is not going to mean that everything is spirit.
3526780	3530500	So Hegel's view is not like this is spirit.
3530500	3534660	Hegel's fully aware that there is no spirit on the moon.
3534660	3537740	The view that the phenomenology is building up towards
3537740	3543820	is that the other of spirit, nature, things that have reality
3543820	3547260	but aren't minds, are not fundamentally
3547260	3548940	different from spirit.
3548940	3552420	So that although spirit has another,
3552420	3554860	its other isn't fundamentally other to it.
3554860	3558780	Or it's the same structurally as spirit.
3558780	3560060	Now this is all provisional.
3560060	3562060	All of this is going to be worked out
3562060	3563220	in the rest of the system.
3563220	3567740	But the basic idea is that spirit is consciousness
3567740	3570660	raised to the point where it understands
3570660	3575460	that the basic structure in which consciousness thinks
3575460	3578620	is the same structure as what it thinks about.
3578620	3581660	So although there's a difference between myself and the object,
3581660	3583180	it's not an ultimate difference.
3583180	3587900	The way I think about things is fundamentally the way they are.
3587900	3589660	And what's important for Hegel is
3589660	3591620	that we're going to prove that.
3591620	3593740	We're not going to presuppose it.
3593740	3596900	Hegel's way of thinking about this, preconti and rationalism
3596900	3600700	just presupposes that the categories of thought,
3600700	3603500	basically subject, predicate, and logic,
3603500	3605860	are the metaphysical structure of being.
3605860	3607620	Or they assume something even worse,
3607620	3610500	which is that God just decided, because he's
3610500	3612980	nice, to set things up that way.
3612980	3614500	Because what God really cares about
3614500	3617340	is that we do metaphysics properly.
3617340	3620100	The murder of innocence and the complete slaughter field
3620100	3622740	that is history was relatively different to him.
3622740	3624580	He was figuring out how to create the world.
3624580	3626980	But he was like, wait, if I do it this way,
3626980	3629540	there's going to be all these genocides and all this slavery
3629540	3630620	and all this horrible shit.
3630620	3632740	But they'll be able to do metaphysics.
3632740	3633660	Yes, I'll do that.
3633660	3635980	So Hegel thinks that's even worse.
3635980	3640100	So what we need to do over the course of the system
3640100	3643740	is show that consciousness has to be spirit.
3643740	3646540	That is to say, there can't be a fundamental difference
3646540	3651980	between the categories in which thought thinks and the beings
3651980	3652980	that it thinks about.
3652980	3654860	And so that's going to mean that there's
3654860	3656900	a structural identity between spirit and nature.
3656900	3658180	Yes?
3658180	3660940	The individual mental phenomena,
3660940	3663740	collective mental phenomena, are key names
3663740	3667580	or is it too much experience?
3667580	3669740	You're getting ahead of us.
3669740	3670980	We're not there yet.
3670980	3671940	Yeah, Isaac, right.
3671940	3672740	Yeah.
3672740	3675140	So is there any comparable traits
3675140	3676980	between the non-monetary atmosphere
3676980	3680180	and the non-monology of this technology in 20th century?
3680180	3682740	Is there any connection at all?
3682820	3684340	I will answer that question when we
3684340	3686980	get to a particular passage.
3686980	3690900	Notice the word phenomenology has not been used yet.
3690900	3694140	Maybe a bit naive, but why start with natural consciousness?
3694140	3695660	We will get there.
3695660	3696140	Yeah?
3696140	3698620	What is the concept of what is the notion?
3698620	3702620	Oh, it's the bad old English translation of the concept.
3702620	3704740	To the next question, what is the concept?
3704740	3708460	That's, we will, it's going to take us a couple weeks.
3708460	3709460	But it doesn't use it here.
3709460	3712060	He uses it here, but he uses it in a non-technical sense
3712060	3714460	here to mean something like one's conception.
3714460	3715460	OK.
3715460	3716460	Yeah.
3716460	3719700	I know you said consciousness realizes that it's spirit.
3719700	3724420	Maybe it's a silly question, but what's the difference
3724420	3727260	before we know, before I as a consciousness realize
3727260	3728740	that I am spirit?
3728740	3731780	What is the difference between spirit and consciousness?
3731780	3735220	It's the difference between being something
3735220	3737940	and being aware of yourself as being that.
3737940	3740500	So your spirit all along.
3740540	3742660	Where consciousness is always spirit,
3742660	3745300	but it doesn't grasp itself as spirit.
3745300	3748060	Or I mean, once again, it's important not
3748060	3749980	to think of this temporally.
3749980	3752620	This is not about a guy named consciousness
3752620	3755020	who realizes at the end that he's spirit.
3755020	3756780	It's about consciousness.
3756780	3760380	And consciousness is spirit, but at the level
3760380	3764180	at which we describe consciousness at the beginning,
3764180	3767220	that is not a description of consciousness as spirit.
3767220	3769820	What we're going to do is unfold from that description
3769820	3772100	of consciousness, just from what consciousness is so
3772100	3774460	described that it must be spirit.
3774460	3776140	OK.
3776140	3776900	Moving on.
3776900	3778660	Natural consciousness will prove
3778660	3780860	to be only the concept of knowing,
3780860	3782580	or it will prove to be not real knowing.
3782580	3783100	OK, good.
3783100	3785340	So this is a non-technical use of concept.
3785340	3786740	This is something like what we mean
3786740	3788220	by concept in the ordinary sense.
3788220	3789500	It's a conception of knowing.
3789500	3792500	So natural consciousness thinks of itself as knowing,
3792500	3795100	and it has a conception of knowing, namely this one.
3795100	3797780	But it will prove to be not real knowing.
3797780	3799580	He also said already for that.
3799660	3802940	While it immediately regards itself rather as real knowing,
3802940	3805380	this path has negative meaning for it.
3805380	3807380	And what is the realization of the concept
3807380	3810500	will count instead to it as the loss of itself,
3810500	3814460	for on this path, it loses its truth.
3814460	3816900	In this exposition, consciousness
3816900	3820860	is going to realize that what it thinks knowing is is not
3820860	3821740	knowing.
3821740	3825420	So the truth that it thinks it knows, it doesn't know.
3825420	3827380	This path could accordingly be regarded
3827380	3830220	as the path of doubt, or more properly,
3830220	3832500	as the path of despair.
3832500	3835140	On this path, what happens is not
3835140	3837620	what is customarily understood as doubt,
3837620	3840180	a shaking of this or that supposed truth,
3840180	3842500	followed by the disappearance again of the doubt,
3842500	3845300	and then a return to the former, so that in the end,
3845300	3847940	the thing at issue is taken as it was before.
3847940	3850780	Rather, this path is the conscious insight
3850780	3853540	into the untruth of knowing as it appears.
3853540	3856860	A knowing for which that which is the most real
3856860	3861540	is rather in truth only the unrealized concept.
3861540	3864660	So what that means is consciousness
3864660	3867620	is going to realize, not that it's wrong about it
3867620	3869980	thought it knew something, but it didn't know that thing.
3869980	3872620	It thought it knew that Fargo is the capital of North Dakota,
3872620	3873140	but it isn't.
3876020	3879900	Or it's nor is it going to doubt, it's
