start	end	text
2370920	2373720	But I'm going to say it anyways.
2373720	2377000	Uncovering contradictions or letting concepts contradict
2377000	2382800	themselves and then resolve that contradict in a higher concept
2382800	2384280	is he calls that speculative.
2387320	2393480	So another way of putting that is Hegel's logic is speculative.
2393480	2398280	That doesn't mean it's speculative in the way of like,
2398280	2401880	we don't have really good evidence for what happens
2401880	2404960	10 to the minus seconds after the Big Bang,
2404960	2406560	but this kind of seems right.
2406560	2408840	It's not tentative.
2408840	2413680	It works by thought context and contradicting themselves
2413680	2418840	and something resolving that contradiction.
2418840	2421040	It is in this dialectic as understood here,
2421040	2423720	and hence in grasping opposites in their unity
2423720	2428080	or the positive in the negative that the speculative consists.
2428080	2432600	So that's a foreshadowing of the nature of the contradictions
2432600	2435920	that will arise in the logic.
2435920	2437360	The nature of the contradictions that
2437360	2442960	will arise in the logic is you have two categories that
2442960	2446000	are defined, or what they are, they're
2446000	2455280	determinately what they are through their difference
2455280	2456600	from one another.
2456600	2459880	One category in the marriage.
2459880	2462680	This is the negation of C1.
2462680	2465760	This is the negation of C2.
2465840	2471280	But it will also prove to be the case that they are the same.
2471280	2474880	So I have categories that are defined through their difference
2474880	2476760	like one and many, and then we'll
2476760	2479760	turn out that the one is many and the many is one.
2479760	2482760	That's a contradiction.
2482760	2486720	Now the hard thing will be to see how you resolve that,
2486720	2489400	because it can't be us being like, oh, I
2489400	2491120	have an idea how to resolve that.
2491120	2492120	That would be external.
2492120	2494160	It would be insufficiently imminent.
2494160	2497760	Somehow the contradiction has to resolve itself,
2497760	2499880	or just the thought contents themselves
2499880	2501720	have to resolve the contradiction that they
2501720	2502640	themselves are.
2507280	2513000	So as Hegel says, it is thinking that causes the wound
2513000	2514800	and heals it too.
2514800	2520920	So thinking causes its own contradictions and resolves it.
2520920	2522840	But while going about its business,
2522840	2524960	it so happens that thinking becomes
2524960	2527360	entangled in contradictions.
2527360	2531920	It loses itself in the fixed non-identity of its thoughts.
2531920	2532720	That's what this.
2532720	2535800	These things are what they are because of what they are not.
2538800	2540960	It loses itself in the fixed non-identity of its thoughts
2540960	2542800	and in the process does not attain itself,
2542800	2545080	but instead remains caught up in its opposite.
2545080	2546520	The higher aspiration of thinking
2546520	2549160	goes against this result produced by thinking satisfied
2549160	2551240	with merely understanding.
2551240	2555240	So this structure, where a concept is what
2555240	2558200	it is through its negative relationship to something else,
2558200	2561600	is what Hegel identifies as the understanding.
2566360	2578000	Now, he, along with Kant, he acknowledges a difference
2578000	2580000	between understanding and reason.
2581480	2593800	But he thinks Kantian reason, Kantian fernund,
2593800	2598440	is also locked at this level.
2598440	2604240	Because Kantian reason just seeks conditions
2604240	2607840	for given conditioned objects where those conditioning
2607840	2610880	relations are defined through the categories, which
2611000	2616960	are themselves fixed in determinant identity.
2616960	2619600	So this is all Kantian.
2619600	2624520	This is all what Hegel would call understanding
2624520	2626760	or what Kant would call reason, including
2626760	2628760	what Kant would call understanding.
2633560	2637840	Or another way of putting this is
2637840	2641360	what Hegel calls understanding, subsumes Kantian understanding
2641360	2644560	and Kantian reason.
2644560	2652120	Hegelian reason is what resolves the contradiction.
2657720	2661240	So this is purely negative, or the negative dialectic.
2668840	2675320	Now, that means, although the logic is not about understanding
2675320	2680040	and reason, we can correlate what's
2680040	2685640	going on in the logic with these mental capacities.
2685640	2687760	So once again, we have to always distinguish.
2687760	2691840	Hegel is not, he doesn't just talk
2691840	2694080	about the topics of one science in the book
2694080	2695440	that that science is about.
2695440	2696840	He also talks about other things.
2696840	2699120	And so you have to be careful to separate them.
2699120	2701040	So these reasons of understanding
2701040	2703920	are not properly logical topics.
2703920	2707160	These are anticipations of his conception
2707160	2710160	of the capacities of spirit, the capacities of the mind.
2714680	2719960	I'm going to skip that and talk about with what
2719960	2722640	must the beginning of science be made.
2722640	2726720	Questions up to this point.
2726720	2727220	Yes.
2730000	2736080	So if you know P, then you know about the world.
2736080	2740840	But our knowledge is perception, our perception,
2740840	2744080	and our subject is perception.
2744080	2751400	So how do we can say if we know P, and P is not perception?
2751400	2754800	OK, so I think you're running together
2754800	2757880	two different parts of the Hegelian story.
2757880	2764560	So not everything we know is through perception,
2764560	2768080	because the contents of logic is not something
2768080	2770880	that we can perceive.
2770880	2776520	However, what we can perceive is thinkable content.
2776520	2779560	Therefore, it has the logical structure
2779560	2781760	that will be uncovered in the logic.
2781760	2784520	You perceive determinate beings.
2784560	2786840	You perceive them as having qualities.
2786840	2789120	You perceive them as being one and many.
2789120	2791520	You perceive them as quantitatively determinate.
2791520	2793720	You perceive them as being measurable.
2793720	2796040	You perceive a difference between how they are
2796040	2798440	and how they appear to you under certain circumstances,
2798440	2800120	et cetera, et cetera, et cetera.
2800120	2803760	So the deep logical structure of the content of perception
2803760	2807560	is also provided in the logic, but the topic of the logic
2807560	2811360	is not that content qua perceivable.
2811360	2813520	OK, yes.
2813520	2818400	You said that if you don't want to be like a psychological,
2818400	2820560	if you want to make logic entirely psychological,
2820560	2823440	then you have to accept.
2823440	2826880	But surely the psychological alternative
2826880	2828440	is like the elephant in the room.
2828440	2831640	That's the one that I would go to naturally
2831640	2833440	if I was a skeptic.
2833440	2836520	So should I just read the phenomenology of spirit?
2836520	2840280	I think that's Hegel's considered answer.
2840280	2842840	What he kind of says in the introduction is,
2842840	2847240	yeah, go study with Frese and stop bugging me.
2847240	2849800	That is to say, I think Hegel just in the introduction
2849800	2853600	just has no time for that view.
2853600	2862360	So Frese is this guy who he's like a Kantian,
2862360	2865080	but he thinks that Kant's transcendental philosophy
2865080	2867120	is psychology.
2867120	2872280	And Hegel has nothing but contempt for that view.
2872280	2874760	There's a great book about, so one
2874760	2877280	of the things that happens over the course of the 19th century
2877280	2880360	is German philosophers periodically go back to Kant
2880360	2883400	and are like, wait, all the answers were here all along.
2883400	2884400	Let's just do this.
2884400	2886700	Let's forget about this fifth The Schelling Hegel stuff.
2886700	2888280	It's incomprehensible.
2888280	2892480	And maybe it's falsified by natural science.
2892480	2894840	There's a great book about the whole thing
2894840	2898720	by Fred Beiser called The Genesis of Neocontinism.
2898720	2903560	And that book is basically the history of Kantians being like,
2903560	2905960	oh, let's make this all about psychology.
2905960	2908800	And then at some point, they're like, wait.
2908800	2911480	If it's all about psychology, then it's just
2911480	2913400	about stuff in space and time.
2913400	2916080	And so it can't explain how knowledge in space and time
2916080	2917840	is possible.
2917840	2919280	And then they're like, oh, I'm not
2919280	2920560	sure what to do about that.
2920560	2922920	So it has this slightly dissatisfying quality
2922920	2924320	of you can see the problem coming
2924320	2926600	a million times, a million miles away,
2926600	2928100	and then all of these 19th century
2928100	2930200	psychologists and neocontians eventually
2930200	2932200	figure out the thing that was obvious on page one.
2932200	2932680	Yeah?
2932680	2934000	Maybe you'll get to this later.
2934000	2936800	What's then the upshot of me just sitting here
2936800	2939080	doing regular metaphysics?
2939080	2940720	What's the upshot?
2940720	2943120	For Kant, it becomes we're not talking about things
2943120	2944480	in themselves.
2944480	2947040	Is there an analogous thing for Hegel?
2947040	2949160	Oh, you mean what does Hegel think
2949160	2951800	you're doing if you're just doing spinosistic metaphysics?
2951800	2953720	Sure.
2953720	2958480	I think he thinks you are thinking,
2958480	2960440	but you're not thinking purely.
2960440	2963000	So some of the content of your thought
2963000	2965200	will be pure thought content.
2965200	2967920	And it will get something about the structure of metaphysics
2967920	2968520	right.
2968520	2970360	But it won't be scientific.
2970360	2976000	And so it will be a kind of aggregate of genuinely content
2976000	2979000	that genuinely reveals the metaphysical structure of being
2979000	2982640	and then just kind of your opinions and weird stuff.
2982680	2986880	And so because of his commitments
2986880	2990560	in the philosophy of history, we have to be able to,
2990560	2993240	if everything Hegel says is true,
2993240	2995800	then the content of the science of logic
2995800	2998560	has to be findable in the history of philosophy.
2998560	3000440	So in principle, we should be able to go back
3000440	3001960	through the history of philosophy
3001960	3008640	and find all of this stuff kind of exploded.
3008640	3010640	It's like there's a logical explosion.
3010640	3017200	And all of the shrapnel, all of the broken shards
3017200	3020040	of the logic bomb have been spread over time.
3020040	3023880	And this sounds very Dr. Who, but the history of philosophy
3023880	3027400	is like finding all of them and then reassembling them
3027400	3030440	into Hegelian logic as a confirmation
3030440	3032480	that we were right about the whole thing.
3032480	3032980	Yeah?
3032980	3035200	What about what's happening now?
3035200	3039360	Well, that's a really good question, actually.
3039360	3041200	It's actually a very hard question,
3041200	3043920	which is, what does Hegel think about the future?
3043920	3047160	And he doesn't say anything about it.
3047160	3048900	And so some people think that means Hegel
3048900	3050720	thinks there's no real future.
3050720	3051840	It's all just this.
3051840	3053040	Like, we're done.
3053040	3056240	And we can just repeat it.
3056240	3058880	That would be very disappointing.
3058880	3061680	Some people think that shows that Hegel thinks the future is
3061680	3064360	radically open.
3064360	3066840	That's ridiculous.
3066840	3067760	That's not worth it.
3067840	3070560	I can't even believe that I have to listen to people say that.
3070560	3072920	That would mean that the Hegel system has an outside,
3072920	3075160	or there's some stuff that's outside, which would mean,
3075160	3078720	OK, it's incoherent at every level.
3078720	3080600	The thing that people are primarily
3080600	3083480	concerned with about the Hegel future question
3083480	3088840	is not logical or metaphysics, but his philosophy of right.
3088840	3090720	Because those will see we get to the philosophy of right.
3090720	3093040	Hegel says in the preface of the philosophy of right,
3093040	3097720	something that seems to say, not we've come to the final form,
3097720	3100880	but I can only just describe this
3100880	3104000	because the social system that I'm describing is dead.
3104000	3105800	It's on its way out.
3105800	3108520	But then what's next?
3108520	3110760	And Hegel doesn't say, and the philosophy of history
3110760	3113960	seems to say that there kind of shouldn't be a next, better
3113960	3114840	social form.
3114840	3117120	So it's really hard to square those two.
3117120	3118480	There is a genuine question moment
3118480	3121080	to say about the future.
3121080	3125600	Now, my own view is like, your question gets to the question
3125600	3131800	of what happened to philosophy after classical German
3131800	3132320	idealism?
3135960	3140480	And how do you answer that question as a German idealist?
3140480	3145200	Because from the German idealist perspective, philosophy,
3145200	3147600	even if you're not a Hegelian, philosophy
3147600	3150400	kind of stopped after Hegel.
3150400	3153160	So Schelling lives much longer than Hegel,
3153160	3157280	and is actually brought to Hegel by the King of Prussia
3157280	3159960	to take over what is the Ministry of Education,
3159960	3163960	to take over Hegel's chair in philosophy in Berlin
3163960	3167920	to combat the specter of Hegelianism,
3167920	3170680	because Germans took philosophy really seriously.
3170680	3173760	And then so the everyday hall Schelling out of,
3173760	3175960	everyone thinks Schelling is dead,
3175960	3178000	and he looks like he's dead, but he's still alive.
3178800	3184680	Yes, something happens to philosophy
3184680	3189120	from the golden age of classical German philosophy to today,
3189120	3194080	and people vary in their reactions to it.
3194080	3197120	If you're a committed German idealist, especially
3197120	3198400	if you're a Hegelian, you really have
3198400	3200200	to think that a lot of what happened after Hegel
3200200	3202720	wasn't philosophy.
3202720	3205400	Or at least it wasn't moving the ball forward.
3205480	3208600	It's a repetition of previous things.
3208600	3213720	Now, does that confirm Hegel's philosophy of history,
3213720	3216160	or his philosophy of history of philosophy?
3216160	3218160	Does it refute it?
3218160	3220240	We'll talk about that when we get there.
3220240	3224200	And I don't want to, I've already
3224200	3227160	shown too much of my hand about my own views about these things
3227160	3231360	that I don't want to give you a lecture on the trappitude
3231360	3233160	of philosophy since the death of Hegel.
3233160	3234800	OK, I realize there are other questions,
3234840	3238280	but I also need to get to the question of,
3238280	3243160	with what must the beginning of science be made?
3243160	3245800	OK, so once again, on the handout,
3245800	3251440	I've outlined the structure, as I interpret it, of this section.
3251440	3253520	It starts out with some introductory remarks
3253520	3256720	about the general question of the problem of the beginning
3256720	3259600	in philosophy, and then it gets an exposition
3259600	3263040	of the beginning of the science a lot, the pure science.
3263040	3264640	And then there's some further reflections,
3264640	3267160	and there's a discussion in Fitbit and other post-contients,
3267160	3268800	which I will skip.
3268800	3271280	OK, so the first three paragraphs
3271280	3275680	introduce the theme of, what is the beginning of philosophy?
3275680	3277360	Where that can be understood either
3277360	3280040	as an ontological or metaphysical beginning, what
3280040	3282280	is the first principle?
3282280	3285720	Or an epistemological or methodological beginning?
3285720	3288320	What is our access to that first principle?
3288320	3291440	How do we methodologically begin in philosophy?
3291440	3294600	Now, this essay is a response to,
3294600	3300640	it's an outgrowth of an incredible methodological,
3300640	3305680	a series of interventions in German philosophy
3305680	3309840	between Kant and Hegel that become extremely
3309840	3312720	methodologically self-conscious about what philosophy is
3312720	3318400	and how to do it, that I won't go into now.
3318400	3321000	So the project of science of logic, of course,
3321080	3324720	is to unfold from thought itself the determinations of thought.
3324720	3329880	So the beginning of logic is the first category or thought
3329880	3332400	determination of logic.
3332400	3338000	So the real question here is, what do we begin logically?
3338000	3342720	Now, should the beginning be immediate,
3342720	3345800	or should it be immediate?
3345800	3349480	Now, Hegel begins by telling us that it
3349480	3353040	can be neither immediate nor immediate,
3353040	3354880	but then goes on immediately to say
3354880	3357880	that it is both immediate and immediate.
3357880	3362040	He says, in fact, that everything under heaven
3362040	3365560	and on Earth is both immediate and immediate.
3365560	3368440	So we have to understand what that means.
3368440	3372040	So I think the mistake is assuming
3372040	3375800	that if something is immediate, it isn't immediate and vice
3375800	3380600	versa, because if that were the case,
3380600	3383680	then the claim that everything was immediate and immediate
3383680	3384840	would be a contradiction.
3384840	3386280	And it wouldn't be a contradiction
3386280	3388440	that, so to speak, Hegel takes away or revolves.
3388440	3391840	It would just be left with a contradiction.
3391840	3394880	So what do we mean by mediation?
3394880	3398840	Now, there's at least three senses of mediation
3398840	3401000	that are relevant.
3401000	3405680	What I call on the handout, metaphysical mediation,
3405800	3409520	epistemic mediation, and semantic mediation.
3409520	3413960	And the idea of mediation, I'm looking for the definition,
3413960	3416600	I put a note about the definition of mediation
3416600	3420120	in the encyclopedias, but I won't find it in a moment.
3420120	3420960	Here it is.
3420960	3424920	This is page 40 in the encyclopediologic reading.
3424920	3426160	I'll just read it out loud.
3426160	3427680	It's a very short sentence.
3427680	3430840	Mediation means to make a beginning
3430840	3433440	and then to have proceeded to a second item,
3434360	3438000	such that this second item is the way it is only
3438000	3442520	insofar as one has arrived at it by starting with something
3442520	3444960	that is an other over against it.
3444960	3448720	So mediation means there's two things,
3448720	3452560	and one of them is arrived at by means of,
3452560	3455720	and is therefore distinct from, the other.
3455720	3459640	So metaphysical mediation would be something like x,
3459640	3462240	one thing is in virtue of another,
3462240	3464360	or it ontologically depends upon another,
3464360	3467120	or as we now say is grounded in another.
3467120	3470840	Epistemic mediation would be knowing something
3470840	3472840	by means of knowing something else.
3473720	3476640	The classic example would be inferring something
3476640	3478160	from something else.
3478160	3481240	And semantic mediation would be that something
3481240	3484920	has its meaning, or is the content it is,
3484920	3486680	in virtue of its relation to something else.
3486680	3488720	That would be something like a definition.
3489720	3494400	So bachelor is semantically mediated by unmarried.
3495320	3498440	If these two concepts are defined in relation
3498440	3501440	to one another, they're mutually mediated.
3503240	3505680	Now what would a presupposition be?
3505680	3508720	It would be something that isn't mediated by something else.
3508720	3510480	So a metaphysi, sorry, it would be something
3510480	3512440	that is mediated by something else.
3512440	3516280	So something is a metaphysical presupposition
3516280	3517880	if it grounds something else.
3518040	3520920	It's an epistemic presupposition
3520920	3523000	if it allows you to know something.
3523000	3524640	It's a semantic presupposition
3524640	3527120	if it allows you to define something else.
3527120	3529680	So if something were presuppositionless,
3529680	3532440	it would have to be metaphysically ungrounded,
3532440	3535880	epistemically immediate, and semantically immediate.
3535880	3540880	Okay, now what is the relevant notion of mediation,
3541040	3542840	and therefore beginning for Hegel?
3543760	3548760	Well, in some sense, one and three are identical in the lot.
3550360	3555360	Because we know something by means
3556080	3558560	of its semantic relationships
3558560	3560560	of some other thought content.
3560560	3565160	A thought content is what it is via its semantic relations.
3565160	3568560	So semantic and metaphysical dependency go together
3568560	3571880	with one another with respect to things
3571920	3574920	that are essentially semantic, essentially thought contents.
3574920	3578120	And likewise, in the logic, we would assume
3578120	3582120	that we know things via that which defines them.
3583040	3585280	But I wanna focus on the third
3585280	3589780	because we're focused on thought contents.
3590920	3594400	Okay, so the project of the logic has to be,
3594400	3597760	means that we have to begin with an immediate thought content.
3597760	3599280	The first category of the logic
3599280	3601000	has to be an immediate thought context
3601000	3604280	because the project is to unfold all the contents
3604280	3606500	of thinking from thinking itself.
3606500	3609700	If it began with a thought content A
3609700	3612240	that was semantically mediated by something else B,
3612240	3614440	that is to say, it was the thought content
3614440	3616920	and it was via B or was defined in terms of B,
3617920	3619540	then we should have started with B.
3619540	3621680	B would be the true beginning of the logic.
3622820	3627820	Okay, so we need a immediate beginning for the logic.
3627980	3630820	Immediate beginning for the logic.
3630820	3632380	So the beginning of the logic
3632380	3634220	has to be an immediate thought content.
3635300	3640300	Okay, so, Hegel gives a little argument at 21.55
3643380	3648060	for what the beginning of logic should be.
3649700	3651160	This is,
3654220	3655060	is it 25.55?
3658580	3661900	So it's actually 25.56.
3661900	3664780	It's basically the paragraph that begins,
3664780	3667980	being is what makes the beginning here and then ends,
3667980	3669780	the beginning is there for a pure being.
3671820	3674860	But I think actually we can just skip most of that paragraph
3674860	3677220	and just focus on the last two sentences,
3677220	3679020	which I have on the handout.
3679020	3681220	Just as it cannot have any determination
3681220	3684100	with respect to another, the beginning,
3684100	3686500	so to it cannot have any within it.
3686500	3688620	It cannot have any content,
3688620	3691180	or any content would entail distinction
3691180	3693700	and the reference of distinct moments to each other
3693700	3695680	and hence a mediation.
3695680	3699660	The beginning is therefore pure being.
3699660	3700960	Okay, so here's my reconstruction
3700960	3702740	of how Hegel is reasoning there.
3704260	3705860	The beginning has to be immediate.
3707060	3710260	If it were determined, that is to say,
3710260	3712220	we're either internally determined,
3712220	3716060	it has parts that are determined with respect to another,
3716060	3717580	or if it was determinate with respect
3717580	3720220	to something distinct from it, it would be immediate.
3721580	3722940	Why?
3722940	3727420	Because determinacy, to be a specific determinate thing,
3728500	3730580	requires not being something else.
3733500	3737260	And determinacy is a, sorry,
3739460	3744460	this is slightly less precise than I would have liked.
3746300	3751300	Let me just articulate this, okay.
3757620	3760620	So the beginning must be immediate.
3769500	3772140	Because if it were not, that which mediates it
3772140	3773620	would be a true beginning.
3773620	3778620	If it is immediate, then it is indeterminate.
3790900	3791740	Why?
3792860	3797860	Because determinacy entails negation.
3801660	3802500	Why?
3802500	3806380	Because determinacy is to be one thing
3806380	3807780	rather than something else.
3809220	3812700	And that requires not being or negation.
3812700	3815700	Or in other words, Hegel is appealing to
3816940	3818500	the Spittisist principle,
3819500	3821140	omnis determinatio,
3823460	3824420	as negatio.
3824420	3829420	Okay, this appears in letter 50
3834460	3838060	of Spinoza to a guy named Jorig Yellis.
3838060	3841620	So if you want your name to live in eternity,
3841620	3844060	and you don't think you have it in you
3844060	3846140	to write one of the great works
3846140	3847780	of the history of philosophy,
3847780	3849940	make sure that one of the great philosophers
3849940	3851500	of all time writes you a letter.
3852380	3854620	And then for now until eternity,
3856700	3859660	people will mention your name.
3859660	3862220	Jorig Yellis, lost history.
3862220	3865300	I mention this guy's name in like every class I teach.
3865300	3866660	He will live forever.
3866660	3867740	Is it not letter 50?
3867740	3869060	No, it is, I have a question.
3869060	3870140	Oh, you know, sorry.
3870140	3871060	Okay, no.
3874820	3877660	Spinoza doesn't put the word omnisig.
3877660	3879500	That's an interpolation.
3879500	3880740	I think it's interpretively correct.
3880820	3883180	I think it's very clear in context.
3883180	3885780	He doesn't just say determination is negation.
3887700	3889780	He means all determination is negation.
3891100	3891940	Okay.
3893180	3897300	So the beginning has to be completely indeterminate.
3898540	3902060	Okay, that is to say if it's completely indeterminate,
3904740	3906620	if something isn't something else,
3906620	3908060	it's also determinate.
3908060	3909500	It's not that thing.
3909820	3912340	It's not just that determinacy entails negation.
3912340	3913900	They're the same.
3913900	3915980	So the beginning of logic has to be
3915980	3917860	not only completely indeterminate,
3917860	3919180	but completely non-negated.
3920700	3923660	What is pure science about?
3923660	3926780	It's about the content of things.
3926780	3927900	What does thought think about?
3927900	3928940	It talks about being.
3930020	3932740	So the first category of the logic
3932740	3937740	has to be completely indeterminate, non-negated being.
3937980	3941380	Completely indeterminate, immediacy.
3941380	3943460	That is to say it's not a thought about this being
3943460	3947820	or that being, this kind of being, this way of being.
3947820	3949460	It's just being.
3951740	3955140	Or as Hegel sometimes characterizes it, purity.
3956460	3959140	That means there's a thematic connection
3959140	3962660	between the beginning of the logic and sense certainty.
3962660	3964860	So one of the things we'll eventually have to talk about
3964860	3966860	is what exactly is the relationship
3966900	3969540	between the beginning of logic and sense certainty.
3969540	3972580	And I am not entirely sure what I think about that.
3972580	3973420	Hojo and then you.
3973420	3976500	Yes, so premise one, would you say it's descriptive
3976500	3977460	or is it normative?
3977460	3979540	And also is premise one itself a first principle
3979540	3981700	or is it further justified?
3981700	3984220	It's further justified because what we're doing here,
3984220	3985660	we're not doing logic yet.
3985660	3987660	All of these are external remarks
3987660	3990780	because none of this stuff has been derived in logic.
3990780	3994020	We're all just kind of fancy-footin'.
3994020	3996100	This is all just like, you know.
3997460	4000420	Hegel's like, it's not that he doesn't want to start sign
4000420	4001740	pure thinking.
4001740	4005580	It's like he's delaying the beginning of as long as possible
4005580	4008140	so that you have as much preparation as possible
4008140	4011580	before we dive right in and think purity.
4011580	4012420	Yes.
4012420	4013580	Two questions.
4013580	4016380	So can we say negation is pure supposition,
4016380	4018940	this is first, and the second question,
4018940	4020820	the beginning is pure being.
4021820	4026660	Can we say the pure being is I and I is perception?
4026660	4030220	No, no I, no perception.
4030220	4031940	However, there is a connection
4031940	4035460	because the first principle of fixtus philosophy is I
4035460	4038620	and Hegel thinks that's just as indeterminate
4038620	4040140	as pure being.
4040140	4041860	And so fixtus to be congratulated
4041860	4044140	with a completely indeterminate starting point.
4044140	4049140	But A, it's not absolute
4049300	4051740	because being an I or being a subject,
4051740	4054540	it's defined through what it isn't,
4054540	4055460	namely the object.
4055460	4057580	So we're not yet at a completely presuppositionless
4057580	4059020	or absolute starting point.
4059020	4064020	And the way fixtus system of philosophy works,
4064700	4065940	when we start with that starting point,
4065940	4067700	we can't get any further.
4067700	4070420	And Hegel thinks his system is set up in such a way
4070420	4073060	that we can get further than purity.
4073060	4073900	Yeah.
4073900	4075620	Oh sorry, okay, yeah.
4075620	4079100	So can we say negation is pure supposition?
4079700	4081620	I don't wanna go so far as to say
4081620	4084740	that negation and presupposition are always the same thing.
4084740	4087260	If I presuppose something,
4087260	4090940	then there's what's being presupposed
4090940	4094300	and what that presupposition supports, so to speak,
4094300	4095620	what's supposed.
4095620	4097500	There's the supposition and the presupposition.
4097500	4098900	They have to be different.
4098900	4100580	And so they have to be determinate
4100580	4101620	with respect to one another.
4101620	4104640	So wherever there's presupposition, there is negation.
4104640	4107020	I wouldn't wanna go so far as to say that negation
4107500	4109940	always involves presupposition of all being.
4109940	4111140	Yeah.
4111140	4114940	So far, in the short argument for idealism
4114940	4118700	or for thought, has it come from being kind of
4118700	4122180	as like the assumption of our collection of all being?
4122180	4125140	I didn't, that's your interpretation, I didn't say that.
4125140	4126260	Okay.
4126260	4128380	Being is definitely not a collection of all being.
4128380	4130700	Because then being would be a being.
4130700	4132300	And there would be the following question.
4132300	4133940	Is there a being beyond that collection?
4133940	4136820	Namely, a being beyond being, and that's incoherent.
4137460	4139260	Except, I should know there are all these people.
4139260	4144260	There's this tradition, as some of you know very well,
4144340	4145940	of thinking that the form of the good
4145940	4148060	in play that would be beyond being.
4148060	4149060	So it's not a being.
4150100	4153300	I can't really make any sense of that.
4153300	4154660	Yeah, how do you think?
4154660	4158420	So is immediacy related to your own collection?
4158420	4162140	And what does immediacy, immediacy, distinction
4162140	4164660	relate to at the beginning?
4164700	4166940	They're related, but they're not identical.
4166940	4171580	So if there's a condition and a condition,
4171580	4174300	then they're distinct and they're determinate
4174300	4176100	partly in relation to one another.
4176100	4178420	To be a condition is to be the condition
4178420	4180860	of some condition, which you are not.
4180860	4183940	To be a condition just to be conditioned by something,
4183940	4186020	to have a condition that you are not.
4186020	4188140	So those are determinate and they have all negation.
4188140	4191500	But not all determinacy negation relations
4191500	4192900	are conditioning relations.
4192900	4195900	Because a conditioning relation is asymmetric.
4195900	4197540	So I don't think it's right to say
4197540	4199660	that these condition relationships.
4199660	4202500	So conditioning relations, asymmetric relations
4202500	4205860	of ontological dependence, become the topic of the logic.
4205860	4207900	They don't start out as the topic of the logic.
4207900	4210100	They're the topic of the doctrine of essence,
4210100	4213100	the second of the third parts of the logic.
4213100	4214220	Yes?
4214220	4215700	Can you just say that the beginning
4215700	4217900	of being immediate and distinguish
4217900	4221900	from the immediate is therefore just a meaning?
4221900	4224980	That is exactly the problem that we'll talk about next week.
4224980	4227780	That is the problem on which the entire Hegelian enterprise
4227780	4230460	potentially falters.
4230460	4233060	And everyone's been worried about this
4233060	4235900	since Schelling, his former college roommate,
4235900	4238500	was kind enough to point this out in public.
4238500	4238980	Yes?
4238980	4241300	So we haven't actually started the science of logic
4241300	4242060	problem yet.
4242060	4242780	No.
4242780	4244140	You have not thought purely yet.
4244140	4244660	No.
4244660	4245660	So we start presumable.
4245660	4247420	I know that was not meant personally.
4247420	4249860	For all I know, you think you're real.
4249860	4254020	So we start with being pure being in the actual science of logic.
4254020	4258420	So this argument doesn't really serve any purpose
4258420	4260940	besides to convince ourselves as the reader that OK.
4260940	4261440	Yes.
4261440	4261940	Yes.
4266940	4270420	What exactly is the problem of needing a beginning?
4270420	4272220	I think I just lost a step.
4272220	4273940	OK.
4273940	4275820	We want to do pure science.
4275820	4279020	Yeah.
4279020	4280060	We have to start somewhere.
4280060	4280540	Yeah.
4282940	4286660	The starting point has to be scientifically determined.
4286660	4288180	It can't be arbitrary.
4288180	4290780	Because if it were arbitrary, where we get
4290780	4292820	might depend on where we started.
4292820	4295660	And if where we get is arbitrary, if it's just like,
4295660	4298860	this is a plausible starting point, then where we get might be arbitrary.
4298860	4300420	And that it wouldn't be scientific.
4300420	4302920	OK.
4302920	4303420	Yes.
4306060	4307820	Hagle have any friends?
4307820	4309820	Sorry.
4309820	4310320	Yes.
4310320	4311820	He was actually a super fun guy.
4311820	4314820	Well, if it's on contemporaries, they're thinking of empirical scientists.
4314820	4320140	We're talking about absolute knowledge.
4320140	4323460	Were there any empirical scientists who went, hey, there's something in this
4323460	4324460	that we ought to know about?
4324460	4324940	Yes.
4324940	4327500	But I don't know enough about it.
4327500	4332820	So Hagle is intimately acquainted with and involved
4332820	4335100	with the empirical natural science of his day.
4335100	4338420	Knows it as well as it's possible for anyone
4338420	4340940	to know all of the sciences of the 19th century.
4340940	4344100	And in fact, what's the main thing that Hagle
4344100	4348500	does in the second edition of The Doctrine and Being?
4348500	4351820	It's not addressed the problem about the beginning of the logic
4351820	4354020	that everyone has been worried about.
4354020	4355740	He seems to think there's no problem.
4355740	4357980	So either there's no problem or Hagle is the worst
4357980	4360460	philosopher of the 19th century.
4360460	4362380	What does he primarily do?
4362420	4368420	He massively updates the treatment of calculus in The Doctrine and Being.
4368420	4374060	So there's this enormous digression about the mathematics of the infinite
4374060	4376180	in the first half of the science of logic.
4376180	4377820	Here's the problem.
4377820	4381100	Historical mathematics is weird.
4381100	4384260	The calculus you learned in your calculus class
4384260	4389860	is cleaned up post-Vierstrass, post-Dedekind presentations of calculus.
4389860	4394380	When you read historical calculus texts, they're fucking wild.
4394380	4398540	And they do things in this completely unnatural geometric way.
4398540	4400940	Because they don't have a rigorous definition of a limit.
4400940	4404900	They don't have a digorous definition of continuity.
4404900	4408460	So they've got to do it with this kind of jiggery-pogory.
4408460	4413220	And Hagle has read all of the relevant books
4413220	4418260	by Lagrange and everybody and is completely fully up to date with it
4418260	4426740	and writes this super long digression about how only his metaphysics of quantity
4426740	4431300	explains properly what the quantitative infinite is.
4431300	4434460	And otherwise, you can't do calculus properly.
4434460	4443260	So if you want this class to take a really weird 90-degree term, OK.
4443260	4443900	That'll be it.
4443900	4445900	I'll see you next week.
4448260	4457580	Can I ask, you can ask all the questions.
